sales_id,date_id,product_id,distributor_id,region_id,promotion_id,segment_id,warehouse_id,quantity,revenue
10524,20251005,108,202,305,404,501,603,293,3201025.0
10525,20251223,101,203,301,404,503,601,10,29450.0
10526,20250903,102,203,301,401,502,602,105,304500.0
10527,20250916,103,201,304,404,503,601,235,736725.0
10528,20260607,115,202,302,404,503,603,374,2131800.0
10529,20250704,101,201,305,401,502,601,195,604500.0
10530,20260309,109,201,301,404,503,602,319,3485075.0
10531,20250503,103,201,301,402,501,601,97,288090.0
10532,20251215,108,201,305,401,502,601,160,1840000.0
10533,20251129,120,201,301,401,503,603,91,227500.0
10534,20250814,103,202,303,401,503,603,113,372900.0
10535,20250112,119,203,304,404,501,601,228,541500.0
10536,20250514,110,204,301,402,503,601,99,980100.0
10537,20250421,107,203,303,401,503,601,291,1455000.0
10538,20260602,111,201,302,401,501,601,199,1691500.0
10539,20260105,105,203,302,404,503,603,354,1681500.0
10540,20251105,110,204,304,402,503,603,184,1821600.0
10541,20251002,105,203,302,403,503,603,203,862750.0
10542,20250910,103,204,305,404,502,603,363,1138005.0
10543,20260612,110,203,305,401,503,602,307,3377000.0
10544,20250326,120,201,302,404,502,601,364,864500.0
10545,20260408,103,201,303,403,501,603,44,123420.0
10546,20260311,106,203,303,401,503,602,202,1010000.0
10547,20250422,102,201,302,404,501,603,332,914660.0
10548,20260621,105,201,305,401,501,601,96,480000.0
10549,20260615,110,202,302,403,503,601,210,1963500.0
10550,20260305,108,201,303,402,503,603,61,631350.0
10551,20250211,103,201,301,401,501,602,217,716100.0
10552,20250121,107,202,301,401,501,602,94,470000.0
10553,20260116,114,201,303,404,503,603,158,675450.0
10554,20250929,105,202,304,404,503,603,166,788500.0
10555,20250108,110,201,301,401,501,603,203,2233000.0
10556,20251025,115,202,304,401,503,603,85,510000.0
10557,20260502,102,201,302,404,501,601,80,220400.0
10558,20250702,102,203,304,403,501,602,138,340170.0
10559,20250711,110,201,301,403,503,603,39,364650.0
10560,20251227,106,203,305,404,501,603,99,470250.0
10561,20250524,108,201,301,402,503,603,95,983250.0
10562,20250622,115,203,304,401,503,603,59,354000.0
10563,20250601,104,201,302,401,501,601,248,768800.0
10564,20250121,110,201,305,404,501,603,173,1807850.0
10565,20250204,115,201,301,404,502,603,267,1521900.0
10566,20250621,103,203,304,404,502,602,227,711645.0
10567,20260308,115,203,304,401,503,603,10,60000.0
10568,20250910,116,201,302,401,503,601,108,1350000.0
10569,20250127,110,202,301,401,503,601,133,1463000.0
10570,20260503,106,201,301,403,503,601,76,323000.0
10571,20250408,103,201,301,401,502,601,49,161700.0
10572,20251213,104,201,304,403,502,601,144,379440.0
10573,20251102,110,201,303,401,503,602,196,2156000.0
10574,20260427,112,201,305,401,501,601,86,731000.0
10575,20260302,103,201,305,404,503,601,514,1611390.0
10576,20260226,112,203,304,401,503,601,143,1215500.0
10577,20250228,110,203,301,401,503,601,145,1595000.0
10578,20260417,101,201,305,402,502,603,302,842580.0
10579,20250701,101,203,303,404,502,603,252,742140.0
10580,20251023,104,203,305,402,503,601,302,842580.0
10581,20260307,107,201,305,402,503,601,209,940500.0
10582,20250306,117,201,303,401,502,601,100,400000.0
10583,20260618,118,203,304,403,503,601,87,221850.0
10584,20260206,105,201,302,401,503,601,78,390000.0
10585,20260427,116,201,305,403,501,603,228,2422500.0
10586,20250807,112,201,302,402,501,601,200,1530000.0
10587,20250930,114,203,301,401,501,601,250,1125000.0
10588,20260328,112,201,303,404,501,601,297,2398275.0
10589,20251206,110,201,302,404,501,601,351,3667950.0
10590,20260619,104,204,305,402,501,601,250,697500.0
10591,20250510,113,201,305,402,503,601,187,925650.0
10592,20250320,110,202,303,403,503,603,242,2262700.0
10593,20250101,109,203,305,404,503,603,271,2960675.0
10594,20250506,104,201,305,404,503,603,325,957125.0
10595,20251011,103,201,305,401,501,603,350,1155000.0
10596,20250928,103,201,301,403,503,603,136,381480.0
10597,20250210,102,201,301,401,503,601,131,379900.0
10598,20251114,114,201,301,403,503,603,169,646425.0
10599,20250601,102,203,304,402,503,601,60,156600.0
10600,20250114,112,201,305,404,503,603,96,775200.0
10601,20260615,102,201,304,401,503,603,134,388600.0
10602,20250511,106,204,303,404,503,601,365,1733750.0
10603,20251221,119,203,303,402,502,601,180,405000.0
10604,20250509,101,201,304,402,503,601,97,270630.0
10605,20250821,103,201,303,402,501,601,243,721710.0
10606,20260312,108,201,303,404,501,603,476,5200300.0
10607,20251009,108,201,301,401,502,601,204,2346000.0
10608,20251203,115,202,301,404,503,603,63,359100.0
10609,20260524,108,201,301,401,503,602,219,2518500.0
10610,20260108,106,201,305,402,503,601,248,1116000.0
10611,20260607,104,203,304,404,501,601,292,859940.0
10612,20260613,108,203,305,404,503,603,141,1540425.0
10613,20251230,102,202,305,401,503,603,78,226200.0
10614,20260531,103,203,304,404,503,601,286,896610.0
10615,20260127,105,201,301,401,502,601,99,495000.0
10616,20251105,111,203,301,404,502,602,292,2357900.0
10617,20250824,106,204,305,403,501,603,254,1079500.0
10618,20250903,115,201,305,401,501,602,135,810000.0
10619,20250430,118,202,303,401,502,601,113,339000.0
10620,20251218,115,201,301,404,502,603,394,2245800.0
10621,20250226,101,203,301,401,502,603,136,421600.0
10622,20260614,102,201,303,404,501,603,371,1022105.0
10623,20251105,102,203,305,404,503,602,95,261725.0
10624,20250211,110,201,303,404,501,601,337,3521650.0
10625,20250105,103,201,302,401,502,601,147,485100.0
10626,20250912,102,201,305,402,503,601,241,629010.0
10627,20250329,105,201,304,404,501,602,269,1277750.0
10628,20260404,116,202,301,402,501,603,268,3015000.0
10629,20250912,110,201,302,401,503,603,240,2640000.0
10630,20250809,108,201,302,404,501,603,289,3157325.0
10631,20260213,101,201,302,401,502,601,184,570400.0
10632,20251011,115,201,305,404,503,603,305,1738500.0
10633,20250630,105,203,304,404,501,603,232,1102000.0
10634,20260203,101,201,301,402,503,602,309,862110.0
10635,20260605,115,201,305,401,501,603,110,660000.0
10636,20260301,102,201,301,404,501,601,395,1088225.0
10637,20260103,117,203,303,404,501,601,133,505400.0
10638,20250530,101,201,303,401,503,601,153,474300.0
10639,20260102,118,201,303,404,503,602,394,1122900.0
10640,20260102,111,201,305,401,502,603,213,1810500.0
10641,20260518,107,201,301,404,503,601,291,1382250.0
10642,20250903,109,201,305,403,501,601,161,1573775.0
10643,20260206,103,202,304,404,501,601,329,1031415.0
10644,20250427,105,204,302,404,502,601,240,1140000.0
10645,20251224,106,203,303,401,503,602,228,1140000.0
10646,20250130,101,201,304,401,502,602,116,359600.0
10647,20260429,109,201,303,403,503,603,194,1896350.0
10648,20250923,108,204,304,402,503,601,287,2970450.0
10649,20260601,102,202,301,401,502,603,159,461100.0
10650,20260122,114,201,302,404,502,601,241,1030275.0
10651,20260103,116,201,303,404,501,603,359,4263125.0
10652,20250730,110,202,303,404,503,601,442,4618900.0
10653,20250119,112,204,301,403,502,601,231,1668975.0
10654,20260305,101,201,301,404,501,601,218,642010.0
10655,20250226,110,201,305,404,501,603,189,1975050.0
10656,20251015,107,203,303,404,503,601,191,907250.0
10657,20260309,112,201,301,401,501,602,205,1742500.0
10658,20250127,111,203,305,401,502,603,61,518500.0
10659,20260523,108,201,305,401,503,603,277,3185500.0
10660,20260124,108,203,305,402,503,601,151,1562850.0
10661,20260208,104,201,305,401,503,601,89,275900.0
10662,20250513,111,201,304,403,503,602,308,2225300.0
10663,20251123,110,203,303,401,503,601,197,2167000.0
10664,20260501,119,201,302,404,503,601,289,686375.0
10665,20250315,102,201,303,401,501,603,136,394400.0
10666,20250518,104,201,301,402,503,601,82,228780.0
10667,20260531,115,201,302,402,503,601,56,302400.0
10668,20250225,108,203,305,404,502,603,210,2294250.0
10669,20250629,103,201,305,402,501,603,184,546480.0
10670,20260320,108,203,304,404,501,603,325,3550625.0
10671,20251219,107,201,303,401,501,602,165,825000.0
10672,20250427,109,202,303,401,501,601,74,851000.0
10673,20260220,110,201,302,403,501,601,149,1393150.0
10674,20251122,111,201,304,404,503,601,353,2850475.0
10675,20250218,110,201,303,401,503,601,185,2035000.0
10676,20260423,108,201,301,402,503,601,217,2245950.0
10677,20260529,108,201,301,404,503,603,160,1748000.0
10678,20250708,101,201,301,401,501,601,196,607600.0
10679,20250812,111,201,304,401,503,601,138,1173000.0
10680,20250103,113,202,304,404,501,601,76,397100.0
10681,20250307,101,203,303,404,501,603,144,424080.0
10682,20251008,112,202,301,401,501,602,171,1453500.0
10683,20250707,113,204,301,402,503,601,221,1093950.0
10684,20260122,108,201,304,404,503,601,173,1890025.0
10685,20250503,102,201,301,404,503,603,212,584060.0
10686,20250529,115,203,303,403,501,603,133,678300.0
10687,20250718,103,201,305,404,503,601,48,150480.0
10688,20250227,109,202,303,403,503,603,257,2512175.0
10689,20251231,103,201,303,404,501,601,289,906015.0
10690,20250608,114,201,302,403,501,601,267,1021275.0
10691,20250808,111,203,305,404,501,603,389,3141175.0
10692,20260621,112,202,301,403,501,601,52,375700.0
10693,20260521,110,203,304,402,503,601,284,2811600.0
10694,20250728,107,201,305,401,503,603,194,970000.0
10695,20260325,101,204,305,401,501,603,47,145700.0
10696,20250831,104,201,304,403,503,601,10,26350.0
10697,20260129,101,204,305,401,503,601,54,167400.0
10698,20250107,115,201,305,401,503,601,302,1812000.0
10699,20250128,108,201,301,404,501,602,297,3244725.0
10700,20251121,102,201,303,401,501,601,257,745300.0
10701,20260618,104,201,301,401,501,601,49,151900.0
10702,20251202,108,201,302,402,501,601,375,3881250.0
10703,20260510,116,201,301,404,503,601,215,2553125.0
10704,20260126,103,201,303,401,502,603,111,366300.0
10705,20250109,104,201,301,402,501,603,406,1132740.0
10706,20251201,106,202,301,404,501,603,412,1957000.0
10707,20251116,101,202,305,401,501,603,21,65100.0
10708,20260406,104,203,305,404,502,603,190,559550.0
10709,20250723,113,201,301,401,502,601,126,693000.0
10710,20260621,111,204,301,401,501,601,251,2133500.0
10711,20250216,116,201,305,402,503,603,278,3127500.0
10712,20260118,106,202,301,402,502,603,321,1444500.0
10713,20250717,113,202,305,402,503,602,190,940500.0
10714,20250410,102,201,305,401,501,603,155,449500.0
10715,20251125,103,203,304,402,501,603,18,53460.0
10716,20250126,107,202,301,404,503,601,213,1011750.0
10717,20260612,114,202,301,401,503,603,197,886500.0
10718,20251009,109,203,301,403,501,603,206,2013650.0
10719,20260226,104,203,305,401,503,603,302,936200.0
10720,20260322,104,204,302,404,502,602,142,418190.0
10721,20260331,103,204,303,401,501,601,159,524700.0
10722,20250221,107,204,304,402,502,601,258,1161000.0
10723,20251119,107,201,305,404,501,601,86,408500.0
10724,20250509,110,202,305,401,501,601,221,2431000.0
10725,20250623,115,202,301,401,503,601,240,1440000.0
10726,20250711,110,201,301,404,503,601,281,2936450.0
10727,20260128,110,201,301,404,501,602,161,1682450.0
10728,20251222,102,203,304,402,501,603,219,571590.0
10729,20250803,115,201,305,401,501,602,31,186000.0
10730,20260227,110,201,305,401,501,601,207,2277000.0
10731,20250411,115,201,303,402,502,601,210,1134000.0
10732,20260621,108,203,303,401,503,601,173,1989500.0
10733,20260106,110,203,303,401,501,601,226,2486000.0
10734,20260413,108,201,304,401,502,602,136,1564000.0
10735,20250913,102,201,305,401,503,601,83,240700.0
10736,20260522,116,203,301,401,501,603,112,1400000.0
10737,20260531,109,201,302,401,503,603,248,2852000.0
10738,20250320,108,203,305,403,503,602,297,2903175.0
10739,20251225,105,203,302,401,503,602,123,615000.0
10740,20250117,116,204,303,403,503,603,169,1795625.0
10741,20260204,103,201,302,401,501,602,168,554400.0
10742,20260228,102,201,304,402,501,601,38,99180.0
10743,20250307,101,203,301,402,501,603,198,552420.0
10744,20250411,103,203,301,404,501,603,382,1197570.0
10745,20251111,116,201,301,402,501,601,121,1361250.0
10746,20250419,109,203,302,401,501,603,10,115000.0
10747,20250701,110,201,301,401,503,603,116,1276000.0
10748,20260511,109,203,301,403,503,601,181,1769275.0
10749,20251230,101,201,302,404,503,603,274,806930.0
10750,20260519,119,203,301,404,501,601,301,714875.0
10751,20250319,108,203,301,404,503,603,152,1660600.0
10752,20250529,103,201,301,402,501,601,217,644490.0
10753,20250411,110,201,303,401,502,601,147,1617000.0
10754,20260602,108,202,301,401,501,602,124,1426000.0
10755,20250605,106,201,301,402,501,601,178,801000.0
10756,20250817,102,201,305,401,503,601,159,461100.0
10757,20260415,104,203,305,402,501,603,244,680760.0
10758,20250428,102,201,302,404,503,601,112,308560.0
10759,20260317,113,201,302,404,502,601,104,543400.0
10760,20250222,102,204,304,402,503,603,85,221850.0
10761,20250907,115,202,304,404,503,603,271,1544700.0
10762,20260101,103,203,303,402,501,601,286,849420.0
10763,20251201,105,201,302,403,503,603,212,901000.0
10764,20260129,108,202,301,402,503,601,165,1707750.0
10765,20250809,116,203,304,402,503,603,279,3138750.0
10766,20260320,109,203,303,404,502,601,149,1627825.0
10767,20251025,108,201,302,404,501,603,39,426075.0
10768,20251008,104,203,304,402,501,603,204,569160.0
10769,20251029,106,201,302,402,502,603,184,828000.0
10770,20250930,116,201,304,402,501,601,34,382500.0
10771,20250716,101,202,303,403,502,601,255,671925.0
10772,20260606,110,201,304,404,501,603,104,1086800.0
10773,20250222,104,203,301,401,502,601,93,288300.0
10774,20250629,110,203,302,401,501,603,277,3047000.0
10775,20250413,108,201,303,404,503,602,323,3528775.0
10776,20250821,116,201,301,404,503,602,113,1341875.0
10777,20250811,108,201,305,404,501,602,322,3517850.0
10778,20250927,103,201,304,404,503,603,321,1006335.0
10779,20260106,104,201,303,403,503,601,415,1093525.0
10780,20260117,110,203,303,401,502,602,134,1474000.0
10781,20260523,115,203,305,401,503,601,242,1452000.0
10782,20260615,108,201,302,401,503,601,104,1196000.0
10783,20250320,103,201,302,404,503,602,195,611325.0
10784,20250824,108,201,301,402,501,603,130,1345500.0
10785,20250327,112,201,303,401,503,603,221,1878500.0
10786,20251110,102,202,301,401,503,601,226,655400.0
10787,20251127,110,201,301,404,501,601,482,5036900.0
10788,20251114,108,202,301,404,501,603,439,4796075.0
10789,20250214,109,201,305,404,503,603,237,2589225.0
10790,20260114,109,202,304,404,502,603,329,3594325.0
10791,20250630,110,201,301,402,503,601,325,3217500.0
10792,20251022,103,201,301,404,501,601,345,1081575.0
10793,20251107,101,201,304,401,501,601,138,427800.0
10794,20250111,101,203,301,403,501,601,321,845835.0
10795,20251225,119,201,301,401,503,601,206,515000.0
10796,20260209,101,203,302,404,503,603,237,697965.0
10797,20251122,108,201,304,404,503,602,228,2490900.0
10798,20260331,118,203,304,401,503,603,135,405000.0
10799,20250221,104,201,301,403,501,601,20,52700.0
10800,20260524,103,202,301,402,503,602,82,243540.0
10801,20260413,108,201,303,404,503,601,64,699200.0
10802,20260217,106,202,305,404,503,601,158,750500.0
10803,20250401,111,201,301,402,501,603,355,2715750.0
10804,20251115,108,201,305,401,503,603,301,3461500.0
10805,20260324,114,202,301,401,502,603,10,45000.0
10806,20250123,102,202,301,404,502,603,93,256215.0
10807,20250220,105,202,304,404,503,603,432,2052000.0
10808,20250925,109,203,302,401,503,602,38,437000.0
10809,20250508,109,201,302,404,501,602,370,4042250.0
10810,20250717,116,201,302,404,503,603,209,2481875.0
10811,20260529,104,201,301,402,501,601,273,761670.0
10812,20251017,106,203,302,404,501,601,233,1106750.0
10813,20251013,104,202,305,401,503,602,202,626200.0
10814,20250727,110,201,303,403,503,601,163,1524050.0
10815,20250614,108,201,301,404,501,603,328,3583400.0
10816,20260307,104,201,303,404,502,602,98,288610.0
10817,20260111,112,201,302,402,503,603,117,895050.0
10818,20251222,103,201,303,402,501,601,108,320760.0
10819,20260409,104,203,301,404,502,602,331,974795.0
10820,20250802,105,201,305,404,502,601,230,1092500.0
10821,20250206,109,204,301,401,503,601,193,2219500.0
10822,20260412,113,202,305,404,503,601,191,997975.0
10823,20251116,105,201,301,402,503,602,230,1035000.0
10824,20250710,108,201,303,404,501,603,472,5156600.0
10825,20250613,104,203,302,401,503,602,281,871100.0
10826,20260415,109,203,301,401,501,602,132,1518000.0
10827,20251004,108,201,304,404,503,603,142,1551350.0
10828,20251220,107,201,301,401,503,601,120,600000.0
10829,20250409,109,203,305,404,503,602,217,2370725.0
10830,20260424,101,203,303,401,501,603,184,570400.0
10831,20250803,113,204,304,404,501,601,323,1687675.0
10832,20250416,102,204,301,404,502,601,231,636405.0
10833,20250527,106,202,301,404,503,601,307,1458250.0
10834,20251220,102,204,301,402,502,602,298,777780.0
10835,20260218,120,202,302,401,503,603,31,77500.0
10836,20260302,108,201,302,401,503,603,81,931500.0
10837,20250326,105,201,301,402,501,601,200,900000.0
10838,20260113,104,203,301,402,502,603,111,309690.0
10839,20260326,110,202,303,404,503,601,210,2194500.0
10840,20250131,114,201,302,402,501,601,209,846450.0
10841,20250824,101,201,305,404,502,601,215,633175.0
10842,20250519,116,202,302,404,503,602,232,2755000.0
10843,20260312,109,202,301,402,503,603,217,2245950.0
10844,20260214,105,201,302,401,503,601,237,1185000.0
10845,20260117,105,203,305,404,501,602,175,831250.0
10846,20250601,102,201,305,401,503,601,135,391500.0
10847,20250925,116,202,302,401,502,602,148,1850000.0
10848,20250903,107,204,303,401,501,603,262,1310000.0
10849,20250718,102,201,303,404,503,601,129,355395.0
10850,20250606,112,203,304,401,501,602,111,943500.0
10851,20250224,101,203,302,404,503,601,334,983630.0
10852,20250511,102,204,303,404,503,601,207,570285.0
10853,20250513,113,201,302,403,501,601,209,977075.0
10854,20260616,104,201,301,404,503,601,325,957125.0
10855,20260206,117,203,303,402,501,603,123,442800.0
10856,20260221,101,201,305,401,503,601,116,359600.0
10857,20260209,106,202,301,404,502,603,314,1491500.0
10858,20250114,103,201,305,403,503,601,105,294525.0
10859,20251016,108,202,302,402,501,601,197,2038950.0
10860,20260409,113,201,303,401,502,601,111,610500.0
10861,20260619,110,201,303,401,503,602,60,660000.0
10862,20251212,112,201,304,402,502,602,63,481950.0
10863,20251024,120,201,304,402,501,601,285,641250.0
10864,20250817,115,201,301,404,501,601,261,1487700.0
10865,20251003,105,201,304,403,503,603,241,1024250.0
10866,20250308,107,201,303,404,503,601,315,1496250.0
10867,20260323,113,201,304,403,501,603,358,1673650.0
10868,20251005,104,201,305,401,502,603,145,449500.0
10869,20250822,116,201,305,404,503,603,124,1472500.0
10870,20251217,104,204,304,404,501,601,383,1127935.0
10871,20250813,104,201,305,403,502,601,252,664020.0
10872,20260125,105,202,304,402,503,603,184,828000.0
10873,20250705,104,201,305,402,503,601,207,577530.0
10874,20260622,117,203,303,402,501,603,163,586800.0
10875,20251126,108,201,301,401,501,603,86,989000.0
10876,20260623,108,202,301,404,502,601,235,2567375.0
10877,20251225,108,201,305,401,501,601,190,2185000.0
10878,20251014,107,204,305,404,501,603,222,1054500.0
10879,20251121,111,204,305,404,501,601,269,2172175.0
10880,20251231,117,201,305,403,503,601,131,445400.0
10881,20250504,104,203,302,401,503,601,158,489800.0
10882,20250805,107,203,305,401,502,601,160,800000.0
10883,20250726,103,203,305,404,501,603,215,674025.0
10884,20250315,106,201,305,404,503,603,349,1657750.0
10885,20250717,101,203,301,401,502,601,106,328600.0
10886,20260307,116,201,301,401,501,601,85,1062500.0
10887,20260201,112,202,303,401,501,602,301,2558500.0
10888,20260118,115,203,305,404,503,601,255,1453500.0
10889,20260325,108,201,305,401,502,601,193,2219500.0
10890,20250102,113,202,301,402,503,601,278,1376100.0
10891,20250627,103,201,304,401,501,603,70,231000.0
10892,20260109,109,201,302,404,501,602,117,1278225.0
10893,20260623,112,203,301,401,503,602,114,969000.0
10894,20250825,101,201,305,404,503,601,378,1113210.0
10895,20260118,107,201,301,404,503,603,253,1201750.0
10896,20251202,109,201,304,404,503,601,287,3135475.0
10897,20260325,110,201,301,404,501,603,319,3333550.0
10898,20260404,103,204,304,404,501,602,10,31350.0
10899,20251002,110,203,303,404,503,602,318,3323100.0
10900,20250830,105,201,305,401,502,602,10,50000.0
10901,20260409,103,203,304,401,501,603,173,570900.0
10902,20250123,108,202,303,403,502,601,24,234600.0
10903,20250914,115,201,303,402,501,601,119,642600.0
10904,20250820,108,201,304,401,503,602,177,2035500.0
10905,20250509,108,201,301,401,503,601,201,2311500.0
10906,20251012,101,201,305,404,502,603,296,871720.0
10907,20260328,110,201,303,402,501,602,255,2524500.0
10908,20260327,107,201,301,402,502,603,74,333000.0
10909,20251129,115,203,305,404,501,601,105,598500.0
10910,20250321,101,202,304,404,501,602,252,742140.0
10911,20260412,108,201,304,402,503,602,195,2018250.0
10912,20251123,102,201,302,403,503,601,258,635970.0
10913,20250512,115,201,301,403,503,601,101,515100.0
10914,20260527,109,204,305,404,501,601,368,4020400.0
10915,20260515,109,203,304,402,503,603,236,2442600.0
10916,20260612,111,201,303,403,502,602,168,1213800.0
10917,20250722,108,201,301,401,503,603,133,1529500.0
10918,20260418,115,203,302,404,503,601,162,923400.0
10919,20250603,108,203,303,401,503,602,168,1932000.0
10920,20250104,108,203,304,404,501,603,347,3790975.0
10921,20251210,115,201,304,401,503,602,150,900000.0
10922,20250110,105,201,301,404,502,602,173,821750.0
10923,20251005,101,201,303,404,502,603,388,1142660.0
10924,20250503,109,201,305,401,503,603,158,1817000.0
10925,20250516,101,204,301,404,501,602,263,774535.0
10926,20250526,115,203,304,404,503,602,314,1789800.0
10927,20250609,107,201,302,402,503,603,169,760500.0
10928,20251211,103,203,301,404,501,603,149,467115.0
10929,20250129,112,201,303,402,503,603,167,1277550.0
10930,20250123,116,201,301,403,503,603,187,1986875.0
10931,20250817,103,203,303,401,501,602,116,382800.0
10932,20250627,102,201,305,404,503,603,222,611610.0
10933,20250911,101,202,304,403,502,601,384,1011840.0
10934,20250727,111,203,302,404,501,601,324,2616300.0
10935,20251219,117,201,301,404,502,602,252,957600.0
10936,20250820,112,201,301,401,503,603,278,2363000.0
10937,20250527,116,202,301,402,503,603,242,2722500.0
10938,20260426,104,204,304,404,502,601,255,750975.0
10939,20260423,109,203,301,402,501,601,157,1624950.0
10940,20250614,102,203,301,404,501,601,324,892620.0
10941,20250217,107,203,303,404,501,603,261,1239750.0
10942,20250517,114,201,303,404,501,603,268,1145700.0
10943,20260430,102,203,305,402,502,601,134,349740.0
10944,20250708,105,203,301,404,501,601,332,1577000.0
10945,20260415,117,202,303,401,501,602,83,332000.0
10946,20250707,115,204,303,404,503,602,211,1202700.0
10947,20250122,104,201,302,401,501,603,10,31000.0
10948,20250521,116,202,301,404,501,601,357,4239375.0
10949,20260201,101,202,303,401,502,603,125,387500.0
10950,20251104,103,201,305,404,501,601,228,714780.0
10951,20250624,102,201,304,404,501,601,389,1071695.0
10952,20260112,107,202,303,402,502,602,334,1503000.0
10953,20250823,109,201,302,402,503,601,309,3198150.0
10954,20250317,116,201,303,401,501,601,176,2200000.0
10955,20250624,108,202,304,402,503,602,176,1821600.0
10956,20250907,111,201,304,404,501,603,282,2277150.0
10957,20250928,115,202,301,403,502,603,124,632400.0
10958,20260506,103,201,301,401,503,601,48,158400.0
10959,20250515,109,203,304,402,503,603,76,786600.0
10960,20250809,110,201,303,401,501,601,228,2508000.0
10961,20250724,115,201,302,402,502,601,211,1139400.0
10962,20250612,108,201,305,404,502,601,269,2938825.0
10963,20251103,113,203,303,401,501,601,227,1248500.0
10964,20260518,106,201,305,402,502,601,131,589500.0
10965,20250823,110,201,302,404,501,601,286,2988700.0
10966,20250322,104,203,305,404,501,603,300,883500.0
10967,20260315,102,201,305,404,501,602,390,1074450.0
10968,20250415,103,201,305,404,503,603,127,398145.0
10969,20260408,110,203,305,404,503,603,380,3971000.0
10970,20250709,115,201,301,402,503,601,281,1517400.0
10971,20250425,104,201,301,404,502,601,231,680295.0
10972,20251024,111,203,301,401,503,601,265,2252500.0
10973,20250710,115,201,304,401,503,603,124,744000.0
10974,20260529,109,204,303,401,501,603,78,897000.0
10975,20250809,120,201,302,401,503,601,235,587500.0
10976,20260520,110,203,302,403,502,601,143,1337050.0
10977,20260507,116,201,305,404,502,601,333,3954375.0
10978,20250611,115,201,303,404,502,602,205,1168500.0
10979,20260617,102,201,305,402,503,603,174,454140.0
10980,20250711,116,203,301,404,503,601,433,5141875.0
10981,20260517,102,201,305,404,503,601,225,619875.0
10982,20250516,104,201,303,404,501,603,248,730360.0
10983,20250218,114,201,301,401,503,601,122,549000.0
10984,20251115,115,201,303,403,502,601,126,642600.0
10985,20250922,112,203,302,403,502,603,161,1163225.0
10986,20251202,116,203,302,403,503,602,176,1870000.0
10987,20251128,106,201,305,404,501,601,116,551000.0
10988,20250902,110,201,304,401,502,601,80,880000.0
10989,20260207,103,202,301,404,501,603,361,1131735.0
10990,20260218,102,204,305,401,503,602,143,414700.0
10991,20251208,101,201,305,403,501,601,227,598145.0
10992,20251103,101,202,304,401,501,603,45,139500.0
10993,20250512,102,204,304,401,503,601,95,275500.0
10994,20250620,110,202,303,402,503,603,188,1861200.0
10995,20251215,103,203,305,402,501,602,208,617760.0
10996,20250108,103,201,301,404,501,601,182,570570.0
10997,20250925,103,201,305,403,502,603,95,266475.0
10998,20250930,110,201,301,402,503,602,257,2544300.0
10999,20260425,103,201,305,402,503,601,362,1075140.0
11000,20260324,116,201,305,404,503,603,278,3301250.0
11001,20251009,109,201,301,404,503,601,299,3266575.0
11002,20251231,116,201,303,402,501,602,71,798750.0
11003,20250529,108,201,301,402,501,603,210,2173500.0
11004,20260322,110,201,304,404,501,601,372,3887400.0
11005,20251020,110,201,302,404,503,603,128,1337600.0
11006,20250901,104,204,301,401,501,601,149,461900.0
11007,20250625,101,201,303,404,502,603,102,300390.0
11008,20250701,114,201,301,404,503,601,131,560025.0
11009,20250922,101,203,305,404,501,603,290,854050.0
11010,20260609,116,201,302,404,501,602,284,3372500.0
11011,20250627,115,203,301,404,501,601,284,1618800.0
11012,20250831,105,201,303,402,501,601,60,270000.0
11013,20251107,101,201,301,401,501,601,275,852500.0
11014,20260605,108,201,305,401,503,603,283,3254500.0
11015,20260202,102,202,302,401,501,601,130,377000.0
11016,20251207,113,203,303,401,502,603,208,1144000.0
11017,20250418,115,201,302,404,503,601,309,1761300.0
11018,20250322,103,201,301,403,501,601,174,488070.0
11019,20250514,110,203,304,404,503,601,274,2863300.0
11020,20260311,103,201,302,404,503,601,199,623865.0
11021,20250815,103,201,302,403,501,603,145,406725.0
11022,20250402,110,203,301,402,503,603,32,316800.0
11023,20250809,115,204,303,404,503,602,351,2000700.0
11024,20260515,115,201,301,401,502,601,123,738000.0
11025,20250727,112,201,303,404,503,601,321,2592075.0
11026,20250705,105,201,305,402,501,601,139,625500.0
11027,20250201,117,201,303,401,503,601,160,640000.0
11028,20251114,112,201,303,401,503,601,85,722500.0
11029,20250626,110,201,305,401,503,601,74,814000.0
11030,20250108,112,203,304,403,503,603,172,1242700.0
11031,20250624,104,201,301,401,502,601,99,306900.0
11032,20250820,111,203,303,404,501,601,150,1211250.0
11033,20250124,116,203,304,401,502,601,147,1837500.0
11034,20250613,114,201,303,404,501,603,251,1073025.0
11035,20260126,101,203,303,404,503,603,264,777480.0
11036,20250706,113,201,302,404,503,603,363,1896675.0
11037,20250208,105,201,305,404,502,603,234,1111500.0
11038,20250628,108,203,304,401,502,603,10,115000.0
11039,20250529,110,204,301,403,503,602,258,2412300.0
11040,20260307,103,201,305,404,503,603,79,247665.0
11041,20250221,114,203,301,404,503,601,348,1487700.0
11042,20251004,103,204,303,402,501,601,120,356400.0
11043,20250630,110,203,301,401,502,601,294,3234000.0
11044,20250912,104,201,302,401,501,603,166,514600.0
11045,20260329,104,201,301,402,501,601,155,432450.0
11046,20250304,102,203,304,403,501,601,257,633505.0
11047,20250214,112,202,303,402,502,603,334,2555100.0
11048,20260219,112,203,305,402,503,601,90,688500.0
11049,20250216,105,201,303,404,502,603,245,1163750.0
